created_at,text_clean,text_preprocessed,polarity_score,polarity
Mon Feb 10 12:55:24 +0000 2025,sumpah gapapa tau kalau makan bergizi gratis ditiadakan masak anaknya dapat makan x gratis tp ortuny di phk dari kerjaan karena efisiensi anggaran ituh gue aja dari smpsma sering nggk makan sampe sore karena nabung mau beli album gabwa bekal dari rumah jg tetap  besar,"['sumpah', 'gapapa', 'makan', 'gizi', 'gratis', 'tiada', 'masak', 'anak', 'makan', 'x', 'gratis', 'ortuny', 'phk', 'kerja', 'efisiensi', 'anggar', 'ituh', 'smpsma', 'nggk', 'makan', 'sampe', 'sore', 'nabung', 'beli', 'album', 'gabwa', 'bekal', 'rumah']",7,positive
Mon Feb 10 12:53:46 +0000 2025,makasih pak praroro anak jadi bisa makan di sekolah gratis tapi eh sampe rumah ga bisa makan bapaknya di phk 🇮🇩,"['makasih', 'praroro', 'anak', 'makan', 'sekolah', 'gratis', 'eh', 'sampe', 'rumah', 'gak', 'makan', 'phk', '']",10,positive
Mon Feb 10 12:53:25 +0000 2025,indo budget cut buat bayarin makan gratis yg ga jelas juntrungannya demi buat muasin ego presiden us budget cut buat bayarin tax cut bilioner yg udh muasin ego presiden sebagai wni yg kerja buat pemerintah as this is such a sucky time to live,"['indo', 'budget', 'cut', 'bayarin', 'makan', 'gratis', 'gak', 'juntrung', 'muasin', 'ego', 'presiden', 'us', 'budget', 'cut', 'bayarin', 'tax', 'cut', 'bilioner', 'udah', 'muasin', 'ego', 'presiden', 'wni', 'kerja', 'perintah', 'as', 'this', 'is', 'such', 'a', 'sucky', 'time', 'to', 'live']",2,positive
Mon Feb 10 12:53:03 +0000 2025,udah mah gak kebagian makan gratis ditarikin duit listrik emang pepek kalian  voters amp pemerintah tolol,"['udah', 'mah', 'gak', 'makan', 'gratis', 'ditarikin', 'duit', 'listrik', 'pepek', 'voters', 'amp', 'perintah', 'tolol']",-5,negative
Mon Feb 10 12:53:00 +0000 2025,manusia yang kena bait makan bergizi gratis waktu pemilu mah otaknya ga akan bisa prediksi hal begini akan terjadi ke depannya hal yang paling penting itu perut kenyang walau akhirnya kenyang aja gizinya ga ada,"['manusia', 'kena', 'bait', 'makan', 'gizi', 'gratis', 'milu', 'mah', 'otak', 'gak', 'prediksi', 'perut', 'kenyang', 'kenyang', 'gizi', 'gak']",8,positive
Mon Feb 10 12:50:54 +0000 2025,ya mayan lah makan gratis,"['ya', 'mayan', 'makan', 'gratis']",4,positive
Mon Feb 10 12:47:09 +0000 2025,bie masi menunggu makan gratis,"['bie', 'tunggu', 'makan', 'gratis']",-1,negative
Mon Feb 10 12:45:55 +0000 2025,gak bisa disebut efisiensi juga sih karena anggaran nya dialihkan untuk program makan bergizi gratis,"['gak', 'efisiensi', '', 'anggar', 'nya', 'alih', 'program', 'makan', 'gizi', 'gratis']",3,positive
Mon Feb 10 12:44:50 +0000 2025,tidak ada jamuan makan siang gratis di meja diplomasi antar lembaga semuanya harus dibayar dengan kebijakan dan tujuannya sudah pasti soal saling menguntungkan,"['jamu', 'makan', 'siang', 'gratis', 'meja', 'diplomasi', 'lembaga', 'bayar', 'bijak', 'tuju', 'untung']",-10,negative
Mon Feb 10 12:44:38 +0000 2025,lebih bahagia drpd makan gratis sebelah,"['bahagia', 'drpd', 'makan', 'gratis', 'belah']",-2,negative
Mon Feb 10 12:43:20 +0000 2025,presiden prabowo subianto melaksanakan kunjungan ke sdn kedung jaya  bogor kota bogor provinsi jawa barat ada yang menarik saat ia meninjau pelaksanaan program makan bergizi gratis mbg di sekolah tersebut pada senin  februari  terlihat pak prabowo duduk di kursi,"['presiden', 'prabowo', 'subianto', 'laksana', 'kunjung', 'sdn', 'kedung', 'jaya', 'bogor', 'kota', 'bogor', 'provinsi', 'jawa', 'barat', 'tarik', 'tinjau', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sekolah', 'senin', 'februari', 'prabowo', 'duduk', 'kursi']",8,positive
Mon Feb 10 12:06:12 +0000 2025,tanpanama  omar  jadi gini kalau ada orang dakwah memberantas bidah bani besek berkatan makan gratis haul tahlilan maulidan syirik dongeng tahayul pebisnis ziarah kubur maka otomatis wajib disebut wahabi apapun latar belakangnya pokoknya wahabi titik,"['tanpanama', 'omar', 'gin', 'orang', 'dakwah', 'berantas', 'bidah', 'bani', 'besek', 'berkat', 'makan', 'gratis', 'haul', 'tahlil', 'maulid', 'syirik', 'dongeng', 'tahayul', 'bisnis', 'ziarah', 'kubur', 'otomatis', 'wajib', 'wahabi', 'latar', 'pokok', 'wahabi', 'titik']",-3,negative
Mon Feb 10 12:05:40 +0000 2025,polri warbiasa ini sangat sangat bemanfaat polri bisa meningkatkan kualitas pangan nasional serta makan bergizi gratis polri terus berinovasi untuk meningkatkan kualitas maksimal berikan pelayanan kepada masyarakat dan,"['polri', 'warbiasa', 'bemanfaat', 'polri', 'tingkat', 'kualitas', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'polri', 'inovasi', 'tingkat', 'kualitas', 'maksimal', 'layan', 'masyarakat']",17,positive
Mon Feb 10 12:05:20 +0000 2025,anaknya dikasih makan gratis bapaknya di phk garagara efisiensi otaknya dimana dah,"['anak', 'kasih', 'makan', 'gratis', 'phk', 'garagara', 'efisiensi', 'otak']",1,positive
Mon Feb 10 12:04:00 +0000 2025,pemeriksaan kesehatan gratis makan gratis si wowo ini doyan banget traktiran kayak negara ini punya budget kayak ga didesak utang triliunan warisan mulyono,"['periksa', 'sehat', 'gratis', 'makan', 'gratis', '', 'wowo', 'doyan', 'banget', 'traktir', 'kayak', 'negara', 'budget', 'kayak', 'gak', 'desak', 'utang', 'triliun', 'waris', 'mulyono']",-13,negative
Mon Feb 10 12:02:51 +0000 2025,sige ini baruuu ekspresi dapet makan gratis buka ditodong kungufafa dulu baru senyam senyum,"['sige', 'baruuu', 'ekspresi', 'dapet', 'makan', 'gratis', 'buka', 'todong', 'kungufafa', 'senyam', 'senyum']",3,positive
Mon Feb 10 12:01:56 +0000 2025,template banget jawabannya kalo gak karna salut sama anak muda ya karna gak semua orang punya kendaraan buat program bbm gratis gak semua orang punya gadget buat program internet gratis tapi semua orang punya perut dan butuh makan makan gratis all in all in oke gas,"['template', 'banget', 'kalo', 'gak', 'karna', 'salut', 'anak', 'muda', 'ya', 'karna', 'gak', 'orang', 'kendara', 'program', 'bbm', 'gratis', 'gak', 'orang', 'gadget', 'program', 'internet', 'gratis', 'orang', 'perut', 'butuh', 'makan', 'makan', 'gratis', 'all', 'in', 'all', 'in', 'oke', 'gas']",-1,negative
Mon Feb 10 12:01:02 +0000 2025,dia aja engga kebagian makan siang gratis tapi malah ngebatasin gas melon itu maksudnya gimana,"['engga', 'makan', 'siang', 'gratis', 'ngebatasin', 'gas', 'melon', 'maksud', 'gimana']",-2,negative
Mon Feb 10 11:59:01 +0000 2025,gausah berlebihan ya abang penjara kan dapet makan gratis,"['gausah', 'ya', 'abang', 'penjara', 'dapet', 'makan', 'gratis']",-2,negative
Mon Feb 10 11:58:41 +0000 2025,jaman pak harto ga ada makan bergizi gratis yang penting bisa sekolah karena hanya pendidikan yang bisa mengubah nasib bukan makan yang cuman jadi tisaya dulu makan kurang yg penting sekolah alhamdulilah nasib bisa berubah,"['jaman', 'harto', 'gak', 'makan', 'gizi', 'gratis', 'sekolah', 'didik', 'ubah', 'nasib', 'makan', 'cuman', 'tisaya', 'makan', 'sekolah', 'alhamdulilah', 'nasib', 'ubah']",7,positive
Mon Feb 10 11:57:45 +0000 2025,mungkin karena beliau gak dapet makan siang gratis kak  menghilang,"['beliau', 'gak', 'dapet', 'makan', 'siang', 'gratis', 'hilang']",1,positive
Mon Feb 10 11:57:02 +0000 2025,r  ada perusahaan yang jalanin csr nya pake di salty in ngomongin gizi no junjungan lo pake tagline makan bergizi gratis aja kayak makanan ternak hewan,"['r', 'usaha', 'jalanin', 'csr', 'nya', 'pake', 'salty', 'in', 'ngomongin', 'gizi', 'no', 'junjung', 'pake', 'tagline', 'makan', 'gizi', 'gratis', 'kayak', 'makan', 'ternak', 'hewan']",-9,negative
Mon Feb 10 11:56:24 +0000 2025,abis dapet makan gratis enaknya langsung turu ye gak,"['habis', 'dapet', 'makan', 'gratis', 'enak', 'langsung', 'turu', 'ye', 'gak']",6,positive
Mon Feb 10 11:56:02 +0000 2025,rings anakkolong  program negara yg diperlukan adalah pemberdayaan ekonomi rakyat sehingga dapat hidup layak dan memberi makan keluarganya secukupnya sedangkan program makan gratis biar diadakan oleh daerah masing² sesuai kebutuhan,"['rings', 'anakkolong', 'program', 'negara', 'daya', 'ekonomi', 'rakyat', 'hidup', 'layak', 'makan', 'keluarga', 'program', 'makan', 'gratis', 'biar', 'daerah', 'sesuai', 'butuh']",-7,negative
Mon Feb 10 11:53:59 +0000 2025,gaperlu program makan gratis yg dibutuhkan itu penggunaan pajak untuk pemerataan sarana prasarana upah yg layak pejabat paham jobdesk nya apa penegakan hukum yg jelas tapi big impossible krn ini indonesia,"['gaperlu', 'program', 'makan', 'gratis', 'butuh', 'pajak', 'perata', 'sarana', 'prasarana', 'upah', 'layak', 'jabat', 'paham', 'jobdesk', 'nya', 'tega', 'hukum', 'big', 'impossible', 'indonesia']",-15,negative
Mon Feb 10 11:52:29 +0000 2025,kan anaknya dah dpt makan gratis ngpain masih harus kerja,"['anak', 'makan', 'gratis', 'ngpain', 'kerja']",2,positive
Mon Feb 10 11:51:59 +0000 2025,tancap gas merealisasikan program revitalisasi tambak pantura jawa untuk mendukung pencapaian target swasembada pangan amp mendukung pelaksanaan program makan bergizi gratis mbg   radiarta,"['tancap', 'gas', 'realisasi', 'program', 'revitalisasi', 'tambak', 'pantura', 'jawa', 'dukung', 'capai', 'target', 'swasembada', 'pangan', 'amp', 'dukung', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'radiarta']",-3,negative
Mon Feb 10 11:51:25 +0000 2025,saran saya perihal makan bergizi gratis di uji cobakan di satu wilayah kecamatan dulu di provinsi aceh ga usah diberbagai wilayah dlu di indonesia,"['saran', 'perihal', 'makan', 'gizi', 'gratis', 'uji', 'coba', 'wilayah', 'camat', 'provinsi', 'aceh', 'gak', 'wilayah', 'dlu', 'indonesia']",1,positive
Mon Feb 10 11:51:04 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis mbg melalui program asta cita kapolri jenderal polisi drs listyo sigit prabowo  bersama jajarannya siap mendukung,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'asta', 'cita', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'jajar', 'dukung']",6,positive
Mon Feb 10 11:49:17 +0000 2025,kapolres gresik dan bupati gresik memberikan  paket makan bergizi gratis mbg dibagikan langsung kepada para siswa sdn  paket mbg ini terdiri dari nasi putih ayam bumbu kecap gurami crispy sambal goreng tempe sayur capcay dan buah jeruk,"['kapolres', 'gresik', 'bupati', 'gresik', 'paket', 'makan', 'gizi', 'gratis', 'mbg', 'langsung', 'siswa', 'sdn', 'paket', 'mbg', 'nasi', 'putih', 'ayam', 'bumbu', 'kecap', 'gurami', 'crispy', 'sambal', 'goreng', 'tempe', 'sayur', 'capcay', 'buah', 'jeruk']",11,positive
Mon Feb 10 11:47:59 +0000 2025,nasi di ganti ubi kita jogetin aja gibran tinjau makan gratis di sman  surabaya nasi di ganti ubi,"['nasi', 'ganti', 'ubi', 'jogetin', 'gibran', 'tinjau', 'makan', 'gratis', 'sman', 'surabaya', 'nasi', 'ganti', 'ubi']",4,positive
Mon Feb 10 11:47:56 +0000 2025,demi makan gratis sambil diliatin fufufafa,"['makan', 'gratis', 'diliatin', 'fufufafa']",-3,negative
Mon Feb 10 11:39:14 +0000 2025,selama ini mda banyak membantu masyarakat mulai dri sisi kemanusiaan pemberdayaan masyarakat pemberian makan bergizi gratis dan msh banyak lgi hal baik yg dilakukan mda semoga kebaikan yg dilakukan dpt memudahkan langkah mda untuk firt gold,"['mda', 'bantu', 'masyarakat', 'sisi', 'manusia', 'daya', 'masyarakat', 'makan', 'gizi', 'gratis', 'lgi', 'mda', 'moga', 'mudah', 'langkah', 'mda', 'firt', 'gold']",10,positive
Mon Feb 10 11:38:55 +0000 2025,mmakan gratis bikin kenyang kah aku yg kasih makan itu kita makan mie ayam sama bakso jumbo aaihh,"['mmakan', 'gratis', 'bikin', 'kenyang', 'kah', 'kasih', 'makan', 'makan', 'mie', 'ayam', 'bakso', 'jumbo', 'aaihh']",4,positive
Mon Feb 10 11:38:38 +0000 2025,pelaksanaan kegiatan penyerahan kia pada rangkaian kegiatan uji coba makan bergizi gratis dan pemeriksaan kesehatan gratis sdn  salamae kota palopo dan sdn  padang assempereng kab luwu,"['laksana', 'giat', 'serah', 'kia', 'rangkai', 'giat', 'uji', 'coba', 'makan', 'gizi', 'gratis', 'periksa', 'sehat', 'gratis', 'sdn', 'salamae', 'kota', 'palopo', 'sdn', 'padang', 'assempereng', 'kab', 'luwu']",-6,negative
Mon Feb 10 11:38:10 +0000 2025,daripada bapak prabowo ngasih makan gratis buat anak sekolah doang mending kasih bapak dan ibu anak tsb pekerjaan yg layak gaji yg layak dan akses yg layak biar mereka bisa ngasih makanan bergizi buat anaknya ga siang doang tapi juga pagi dan malam hari,"['prabowo', 'ngasih', 'makan', 'gratis', 'anak', 'sekolah', 'doang', 'mending', 'kasih', 'anak', 'tsb', 'kerja', 'layak', 'gaji', 'layak', 'akses', 'layak', 'biar', 'ngasih', 'makan', 'gizi', 'anak', 'gak', 'siang', 'doang', 'pagi', 'malam']",-2,negative
Mon Feb 10 11:37:44 +0000 2025,letak bebannya ada di makan bergizi gratis,"['letak', 'beban', 'makan', 'gizi', 'gratis']",-5,negative
Mon Feb 10 11:36:45 +0000 2025,kalo we di indo makan siang gratis nya giniii,"['kalo', 'we', 'indo', 'makan', 'siang', 'gratis', 'nya', 'giniii']",-3,negative
Mon Feb 10 11:36:44 +0000 2025,yang beban makan bergizi gratis kali bu,"['beban', 'makan', 'gizi', 'gratis', 'kali', 'bu']",-5,negative
Mon Feb 10 11:36:37 +0000 2025,tolong kasih alasan yg masuk akal dong dari efisiensi anggaran demi mgb emang seurgensi itu ya program mgb lebih pilih ngasih makan gratis daripada pendidikan yg lebih baik,"['tolong', 'kasih', 'alas', 'masuk', 'akal', 'efisiensi', 'anggar', 'mgb', 'urgensi', 'ya', 'program', 'mgb', 'pilih', 'ngasih', 'makan', 'gratis', 'didik']",5,positive
Mon Feb 10 11:35:10 +0000 2025,makan gratis tp pengangguran naik wk,"['makan', 'gratis', 'anggur', '']",-4,negative
Mon Feb 10 11:31:20 +0000 2025,eum adakah lelaki manis dan baik hati yang mau menemani gue makan parfait cuman k gratis minum on valentines day pls itu promo couple taikkk gua mau makan parfait aje disusahin begini shibbal,"['eum', 'lelaki', 'manis', 'hati', 'tani', 'makan', 'parfait', 'cuman', 'k', 'gratis', 'minum', 'on', 'valentines', 'day', 'pls', 'promo', 'couple', 'taikkk', 'gua', 'makan', 'parfait', 'aje', 'disusahin', 'shibbal']",-1,negative
Mon Feb 10 11:30:56 +0000 2025,hari ini anak makan bergizi gratis besok bapaknya bisa kena phk  via,"['anak', 'makan', 'gizi', 'gratis', 'besok', 'kena', 'phk', 'via']",-3,negative
Mon Feb 10 11:30:04 +0000 2025,kodim sorong   sekolah terima manfaat makan bergizi gratis  porsi makanan,"['kodim', 'sorong', 'sekolah', 'terima', 'manfaat', 'makan', 'gizi', 'gratis', 'porsi', 'makan']",14,positive
Mon Feb 10 11:29:44 +0000 2025,yg dihemat t yg dialokasikan utk perbaikan semua sekolah cuma t t   ribu   juta per sekolah apa yg mau diperbaiki dg uang  juta ini sisanya masuk ke investasi tinja berkedok makan gratis hadeh,"['hemat', 't', 'alokasi', 'sekolah', 't', 't', 'ribu', 'juta', 'sekolah', 'dg', 'uang', 'juta', 'sisa', 'masuk', 'investasi', 'tinja', 'kedok', 'makan', 'gratis', 'hadeh']",-5,negative
Mon Feb 10 11:29:07 +0000 2025,ye penerima makan bergizi gratis,"['ye', 'terima', 'makan', 'gizi', 'gratis']",2,positive
Mon Feb 10 10:57:33 +0000 2025,makan bergizi gratis membawa banyak manfaat,"['makan', 'gizi', 'gratis', 'bawa', 'manfaat']",3,positive
Mon Feb 10 10:54:12 +0000 2025,uncover model gini bukannya di ajarin akhlak etika dan sopan santun malah di kasih makan gizi gratis tambah taik generasi cemas,"['uncover', 'model', 'gin', 'ajarin', 'akhlak', 'etika', 'sopan', 'santun', 'kasih', 'makan', 'gizi', 'gratis', 'taik', 'generasi', 'cemas']",-1,negative
Mon Feb 10 10:53:25 +0000 2025,program makan bergizi gratis bikin anak papua makin ceria dan bahagia,"['program', 'makan', 'gizi', 'gratis', 'bikin', 'anak', 'papua', 'ceria', 'bahagia']",6,positive
Mon Feb 10 10:53:19 +0000 2025,bukan beban proyek aja sih tp beban program makan bergizi gratis jga tuhh dan pasti beban kabinet yg gemuk menterinya dong sama wamen pangkas skalian tunjangan ga perlu buat menteri dan jajarannya dpr mpr pangkas itu namanya baru hemat dan tau prioritas,"['beban', 'proyek', '', 'beban', 'program', 'makan', 'gizi', 'gratis', 'jga', 'tuhh', 'beban', 'kabinet', 'gemuk', 'menteri', 'wamen', 'pangkas', 'skalian', 'tunjang', 'gak', 'menteri', 'jajar', 'dpr', 'mpr', 'pangkas', 'nama', 'hemat', 'prioritas']",-17,negative
Mon Feb 10 10:53:15 +0000 2025,presiden prabowo tinjau pelaksanaan program makan bergizi gratis di bogor,"['presiden', 'prabowo', 'tinjau', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'bogor']",3,positive
Mon Feb 10 10:52:58 +0000 2025,dana buat makan gratis,"['dana', 'makan', 'gratis']",4,positive
Mon Feb 10 10:50:42 +0000 2025,blom dapat makan bergizi gratis ya jadi sedih ya,"['blom', 'makan', 'gizi', 'gratis', 'ya', 'sedih', 'ya']",3,positive
Mon Feb 10 10:49:48 +0000 2025,r  judulnya makan burger gratis jadi ya dikasih burger untuk nutrisi menurut gua bisa terpenuhi ada rotikarbo pattyprotein sayursusu juga itu cmmiw kita cukup dukung aja selebihnya biar jadi tanggung jawab mereka,"['r', 'judul', 'makan', 'burger', 'gratis', 'ya', 'kasih', 'burger', 'nutrisi', 'gua', 'penuh', 'rotikarbo', 'pattyprotein', 'sayursusu', 'cmmiw', 'dukung', 'biar', 'tanggung']",4,positive
Mon Feb 10 10:48:23 +0000 2025,pak  yth itu dipapua mereka tak perlu makan gratis mereka butuh pendidikan gratis hayo pak mereka anak papua banyak yg pinter loh,"['yth', 'dipapua', 'makan', 'gratis', 'butuh', 'didik', 'gratis', 'hayo', 'anak', 'papua', 'pinter', 'loh']",3,positive
Mon Feb 10 10:45:16 +0000 2025,greeting secerah dan seimut itu kalo di tangan anak skena ternyata gini ya abang tibatiba berubah jadi hitam putih kirakira gue harus ngapain buat dapet makan gratis itu abang,"['greeting', 'cerah', 'seimut', 'kalo', 'tangan', 'anak', 'skena', 'gin', 'ya', 'abang', 'tibatiba', 'ubah', 'hitam', 'putih', 'kirakira', 'dapet', 'makan', 'gratis', 'abang']",-1,negative
Mon Feb 10 10:38:08 +0000 2025,pak byk honor kementrian dirumahkan tolong pak pikirkan lg makan siang gratis bentar lg puasa dn lebaran,"['byk', 'honor', 'tri', 'rumah', 'tolong', 'pikir', 'makan', 'siang', 'gratis', 'bentar', 'puasa', 'dn', 'lebaran']",1,positive
Mon Feb 10 10:37:58 +0000 2025,ini beneran mau dialokasiin ke makan siang gratis im afraid bakal ada dwifungsi abri,"['beneran', 'dialokasiin', 'makan', 'siang', 'gratis', 'im', 'afraid', 'dwifungsi', 'abri']",3,positive
Mon Feb 10 10:37:28 +0000 2025,ketahanan pangan bukan hanya tanggungjawab pemerintah tapi juga kita semua kapolri jenderal polisi drslistyo sigit prabowo m si mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan amp memberikan makan bergizi gratis demi masa depan sehat amp sejahtera,"['tahan', 'pangan', 'tanggungjawab', 'perintah', 'kapolri', 'jenderal', 'polisi', 'drslistyo', 'sigit', 'prabowo', 'm', '', 'dukung', 'penuh', 'langkah', 'strategis', 'perintah', 'wujud', 'swasembada', 'pangan', 'amp', 'makan', 'gizi', 'gratis', 'sehat', 'amp', 'sejahtera']",12,positive
Mon Feb 10 10:37:11 +0000 2025,semangat dong tapi dapet makan siang gratis ga,"['semangat', 'dapet', 'makan', 'siang', 'gratis', 'gak']",5,positive
Mon Feb 10 10:34:58 +0000 2025,efesiensi anggaran anggaran yg di potong di kementerian lembaga pemda ini masuk nya kemana  makan bergizi gratis kah,"['efesiensi', 'anggar', 'anggar', 'potong', 'menteri', 'lembaga', 'pemda', 'masuk', 'nya', 'makan', 'gizi', 'gratis', 'kah']",-2,negative
Mon Feb 10 10:32:09 +0000 2025,bang ftv juga mc nya pada bule padahal targetnya ibu rumah tangga kalo ngga ya remaja pribumi pengangguran,"['bang', 'ftv', 'mc', 'nya', 'bule', 'target', 'rumah', 'tangga', 'kalo', 'ngga', 'ya', 'remaja', 'pribumi', 'anggur']",-1,negative
Mon Feb 10 10:29:32 +0000 2025,berdua mayor teddy prabowo cek makan bergizi gratis di bogor,"['mayor', 'teddy', 'prabowo', 'cek', 'makan', 'gizi', 'gratis', 'bogor']",-4,negative
Mon Feb 10 10:29:02 +0000 2025,bapak antri pertalite emaknya antri gas kg anak nya antri lowongan kerjaan cucunya antri makan gratis menyala konoha okee gass okee gass,"['antri', 'pertalite', 'emaknya', 'antri', 'gas', 'kg', 'anak', 'nya', 'antri', 'lowong', 'kerja', 'cucu', 'antri', 'makan', 'gratis', 'nyala', 'konoha', 'okee', 'gass', 'okee', 'gass']",-2,negative
Mon Feb 10 10:28:01 +0000 2025,pak mbg di sekolahan itu kalau uda waktunya maem kalau ga habis maemnya masih gratis atau bayar ponakan saya gasuka makan nasi sukanya ciki,"['mbg', 'sekolah', 'uda', 'maem', 'gak', 'habis', 'maemnya', 'gratis', 'bayar', 'ponakan', 'gasuka', 'makan', 'nasi', 'suka', 'cik']",1,positive
Mon Feb 10 10:27:46 +0000 2025,jaman pak prabowo ppn tidak jadi naik dapat makan gratis pagar laut dibongkar,"['jaman', 'prabowo', 'ppn', 'makan', 'gratis', 'pagar', 'laut', 'bongkar']",-5,negative
Mon Feb 10 10:27:32 +0000 2025,tiati bang katanya kalo  detik kontak mata ntar biji lu sebelah digondol buat dijadiin bakso buat makan siang gratis,"['tiati', 'bang', 'kalo', 'detik', 'kontak', 'mata', 'ntar', 'biji', 'belah', 'gondol', 'dijadiin', 'bakso', 'makan', 'siang', 'gratis']",-9,negative
Mon Feb 10 10:26:59 +0000 2025,itu disampaikan presiden prabowo dalam sambutannya saat membuka kongres xviii muslimat nahdlatul ulama nu di jatim international expo surabaya senin  prabowo menegaskan tujuan diberlakukannya efisiensi anggaran adalah untuk memberikan makan gratis kepada,"['presiden', 'prabowo', 'sambut', 'buka', 'kongres', 'xviii', 'muslimat', 'nahdlatul', 'ulama', 'nu', 'jatim', 'international', 'expo', 'surabaya', 'senin', 'prabowo', 'tuju', 'laku', 'efisiensi', 'anggar', 'makan', 'gratis']",11,positive
Mon Feb 10 10:24:49 +0000 2025,kapten inf ali anwar danramil fakfak didampingi babinsa koramil fakfak melaksanakan komsos sosialisasi terkait penolokan makan bergizi gratismbg yg terjadi di wilayah kab yaukimo papua pegunungan,"['kapten', 'inf', 'ali', 'anwar', 'danramil', 'fakfak', 'damping', 'babinsa', 'koramil', 'fakfak', 'laksana', 'komsos', 'sosialisasi', 'kait', 'tolok', 'makan', 'gizi', 'gratismbg', 'wilayah', 'kab', 'yaukimo', 'papua', 'gunung']",2,positive
Mon Feb 10 10:23:30 +0000 2025,salam penutup kepada kawan seperjuangan yang hidup dari makan gratis di satu kantorevent ke kantorevent lainnya yg msk scr legal maupun menyelinap serta kerja dgn upah underpaid di kota dgn surplus pekerja informal ini dgn workload  to  am krn ga ada pilihan lagi,"['salam', 'tutup', 'kawan', 'juang', 'hidup', 'makan', 'gratis', 'kantorevent', 'kantorevent', 'masuk', 'scr', 'legal', 'selinap', 'kerja', 'upah', 'underpaid', 'kota', 'surplus', 'kerja', 'informal', 'workload', 'to', 'am', 'gak', 'pilih']",-8,negative
Mon Feb 10 10:23:23 +0000 2025,ini konsepnya gapapa bapak nganggur yg penting anak bisa makan siang gratis,"['konsep', 'gapapa', 'nganggur', 'anak', 'makan', 'siang', 'gratis']",-3,negative
Mon Feb 10 10:23:15 +0000 2025,ada temenku ditawarin suatu posisi strategis di program makan siang gratis jadi dari dia makin tau dalemnya jauh lebih berantakan drpd yg ke up di media jdi mending mundur alon alon katanya ini pula dampaknya ke efisiensi yg belum jelas kaya gini juga disayangkan banget,"['temenku', 'ditawarin', 'posisi', 'strategis', 'program', 'makan', 'siang', 'gratis', 'dalem', 'beranta', 'drpd', 'up', 'media', 'jdi', 'mending', 'mundur', 'alon', 'alon', 'dampak', 'efisiensi', 'kaya', 'gin', 'sayang', 'banget']",-5,negative
Mon Feb 10 10:21:32 +0000 2025,undangan ceremonial program makan bergizi gratis yang dilaksanakan oleh koperasi rakyat sejahtera rasra,"['undang', 'ceremonial', 'program', 'makan', 'gizi', 'gratis', 'laksana', 'koperasi', 'rakyat', 'sejahtera', 'rasra']",2,positive
Mon Feb 10 10:20:45 +0000 2025,turut prihatin tapi temen kamu bego ga ada bedanya sama boomer yg gampang ditipu lagian gaada yg namanya gratis di dunia ini makan siang gratis aja harus ngancurin segala sektor,"['prihatin', 'temen', 'bego', 'gak', 'beda', 'boomer', 'gampang', 'tipu', 'gaada', 'nama', 'gratis', 'dunia', 'makan', 'siang', 'gratis', 'ngancurin', 'sektor']",-6,negative
Mon Feb 10 10:20:30 +0000 2025,ada yg bilang lebih baik sekolah gratis drpd makan gratis dan lucunya lagi ada yg minta biar uang makan gratis di transfer ke orang tua siswa aja padahal udah ada bansos dan beasiswa pip dan dana bos kok masih aja nuntut ini itu yg punya program itu presiden bukan elo,"['bilang', 'sekolah', 'gratis', 'drpd', 'makan', 'gratis', 'lucu', 'biar', 'uang', 'makan', 'gratis', 'transfer', 'orang', 'tua', 'siswa', 'udah', 'bansos', 'beasiswa', 'pip', 'dana', 'bos', 'nuntut', 'program', 'presiden', 'elo']",11,positive
Mon Feb 10 10:17:43 +0000 2025,presiden prabowo subianto memutuskan untuk memangkas anggaran kementerian lembaga serta dana transfer ke daerah guna mendukung program makan bergizi gratis sumber   februari,"['presiden', 'prabowo', 'subianto', 'putus', 'mangkas', 'anggar', 'menteri', 'lembaga', 'dana', 'transfer', 'daerah', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'sumber', 'februari']",7,positive
Mon Feb 10 10:17:18 +0000 2025,tni ikut membantu pelaksanaan program makan bergizi gratis dan pembangunan  dapur sehat ksad mbg tanggung jawab bgn anggota hanya membantu,"['tni', 'bantu', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'bangun', 'dapur', 'sehat', 'ksad', 'mbg', 'tanggung', 'bgn', 'anggota', 'bantu']",-4,negative
Mon Feb 10 10:17:16 +0000 2025,anak anak gak butuh makan pak orang tua mereka yg butuh disejahterakan anak sekolah butuh pendidikan gratis tanpa syarat program gak bagus buang buang duit negara kayak gini jangan diteruskan,"['anak', 'anak', 'gak', 'butuh', 'makan', 'orang', 'tua', 'butuh', 'sejahtera', 'anak', 'sekolah', 'butuh', 'didik', 'gratis', 'syarat', 'program', 'gak', 'bagus', 'buang', 'buang', 'duit', 'negara', 'kayak', 'gin']",-27,negative
